epoch,train_loss,eval_loss,eval_top1,eval_top5
47,4.002185002179213,1.9103171689557894,53.013368386279694,83.84560598105473
48,4.020842016582757,1.9074337256208156,53.04624148269978,83.85930305997609
49,4.014191093579145,1.9053977092263887,53.16677623450325,83.85656368432012
50,4.015773586823907,1.9038314070848945,53.19964935767554,83.88943674395593
51,4.00822356217344,1.9029875301410826,53.16403683293109,83.90313385966157
52,4.0016797797780645,1.900623777104448,53.19143107521045,84.00449265165076
53,4.007039122178521,1.8988597714898359,53.20512820178418,83.99079551253693
54,4.003627651174304,1.898960520634389,53.17773395950481,83.98531667929639
55,3.9944796343924294,1.897714742855521,53.26813501144433,84.08941487369374
56,3.9831631368314717,1.8962219280551824,53.34209949510964,84.02640806152557
57,3.9869803912203077,1.8953247861906073,53.43250056042526,84.08941488706985
58,3.993165121951573,1.8933787660433643,53.594126686097866,84.08393597190066
59,4.001923599713285,1.8910995322885207,53.484549640067804,84.02366864406929
60,4.001628108427558,1.8902207074550952,53.503725607406146,84.08941485028556
61,3.995712223187299,1.8889770711589062,53.56947182198248,84.11954855265755
62,3.9866970710351435,1.8891745797380293,53.657133450613664,84.19077361050651
63,3.988158942947925,1.888496274413076,53.720140255257775,84.23186501112785
64,3.9906522875100796,1.887078049411226,53.75575279337833,84.20447072621215
65,3.98443822961458,1.88732932119706,53.73109797440729,84.22090728111024
66,3.970204462467785,1.8862844026587706,53.799583603931886,84.16885819059962
67,3.9908455946076082,1.885829277266386,53.75301336505396,84.1907735971304
68,3.976315182699284,1.884249637765945,53.77492877660079,84.18529474549771
69,3.9675139323086808,1.8846995680315985,53.69822484036692,84.25378040428254
70,3.9766541568326277,1.8829889486893054,53.81875957628627,84.27569581081333
71,3.9631151548573667,1.8819347246158757,53.79136531310674,84.32226606306736
72,3.9696496708292357,1.8803666907132208,53.736576812663884,84.31404778561831
73,3.9669144825196603,1.8802070007913603,53.709182554500394,84.36883628856918
74,3.9703136867200826,1.8799194377319817,53.802323032256254,84.38253340427484
75,3.962233776777563,1.8791343900369966,53.77492876907673,84.48663159867219
76,3.959920238441145,1.8791542042511324,53.84341441448545,84.40992766243832
77,3.956223464347947,1.8775392416248242,53.876287524281636,84.39349110754023
78,3.9555654676867205,1.8772096782302272,53.851632699458555,84.4647161787653
79,3.9577134713320663,1.8759885304543158,53.83793556536077,84.39896994579682
80,3.9641986480900937,1.8750282390426445,53.93655488388125,84.42910362977666
81,3.9544570395644283,1.8744121846101431,54.08448387796409,84.49484986274514
82,3.952195600724556,1.8725573114206622,54.18858205647733,84.54415951406331
83,3.959203686512692,1.8716753652527907,54.087223301272424,84.56607494734631
84,3.966454247353782,1.8716465699523785,54.15023010591653,84.48115274703949
85,3.9487646885321173,1.869821463346011,54.12283585026106,84.4866316120483
86,3.943841430502878,1.8690266066571481,54.14475127518399,84.42362481827227
87,3.961617795514389,1.868214383241301,54.19953978649493,84.51402584345958
88,3.946643391125639,1.8673589541779885,54.292680261742774,84.54689896663187
89,3.9474208909021296,1.8671645487501725,54.1721455366915,84.61264517284813
90,3.931493273923095,1.8685971700437178,54.20227922067134,84.5605960689614
91,3.945169401840425,1.8687360968057873,54.292680261742774,84.57155379897901
92,3.9346819595551827,1.868675010888273,54.28994082255032,84.59346921052584
93,3.9433990565823835,1.8676213381871982,54.30089854169984,84.61264515947204
94,3.9389604565123437,1.8661408002194202,54.27350425929217,84.62634230192988
95,3.941608427276074,1.865410980571134,54.388560143578815,84.63456056600283
96,3.9276855545984186,1.8646393265349024,54.421433248358966,84.68113081825686
97,3.9328420984912924,1.8647309585331355,54.50909491711846,84.67839139244052
98,3.9278016090393066,1.864675182588733,54.45430638239934,84.7112645022367
99,3.9137955584996185,1.8639561391153696,54.36390534383593,84.7277010571348
100,3.911517989467567,1.8629894840490027,54.454306398283464,84.79618668916741
101,3.918202133245871,1.8618550911405332,54.45156695909101,84.84275697820573
102,3.9168154857528044,1.8619022276379051,54.42965155506824,84.84275694142144
103,3.897197167638322,1.8607291478795125,54.45704581323172,84.87015119958494
104,3.906762675500252,1.8601604927900248,54.49539777215259,84.96055226490056
105,3.912689870511982,1.8599256757788039,54.40225728352865,84.979728245615
106,3.905036575357679,1.860069444899023,54.43239096750848,85.00986191621872
107,3.9031748032905687,1.8604656316563666,54.38582073113857,84.91672145183897
108,3.9027874990248344,1.8604110691491487,54.495397763792525,84.97698881979865
109,3.9079435190684357,1.8606559252650128,54.58305938991569,84.91124260020626
110,3.9019064181287524,1.8608119573191857,54.56388341170927,84.92493971591192
111,3.8990297552565454,1.8599889480882168,54.64606618619973,85.00438305120993
112,3.9168103362472966,1.8590133989586162,54.59675650812935,85.02629845774072
113,3.9038114379829083,1.8581690728964837,54.684418136760534,85.07012930758658
114,3.897644748150463,1.8574970467895786,54.65976329939736,85.08930530167713
115,3.8958009347109726,1.856443983615555,54.61045363219506,85.05917161268125
116,3.896697318050223,1.8560793863794351,54.613193058011404,85.05369274767246
117,3.8866616537873173,1.8558482931497822,54.621411332952434,85.0701292975545
118,3.898828425877531,1.85555694564612,54.643326741991245,85.06738987173816
119,3.8866287772084624,1.8558870694262664,54.62141136472068,85.0810869874438
120,3.8971241611829948,1.8551924466407537,54.69811527671037,85.0865658390765
121,3.8942190643767236,1.8568736195381395,54.64332675285933,85.07286872337086
122,3.8786962015528075,1.8566335123044577,54.62141135970464,85.1084812723595
123,3.87883748302997,1.8565560683800728,54.624150774652904,85.15779093705378
124,3.8884658242615178,1.8555432462180206,54.58853822064823,85.16053036287012
125,3.8843862792135964,1.8540380441277742,54.68989699424528,85.17970633020846
126,3.8688673251111743,1.8537622079654872,54.74742493137257,85.22627658246249
127,3.870079104329499,1.852181206323221,54.71181239826805,85.17970633020846
128,3.86971098772237,1.8516736924582973,54.73646725485938,85.23723427235178
129,3.872687217215417,1.8507234178142227,54.81043172514859,85.20162173673926
130,3.866586431651048,1.8506934823316883,54.83782598080406,85.25093143821782
131,3.856122628064223,1.8500350815879392,54.739206662283586,85.24819194886499
132,3.871437882033872,1.8497937725689126,54.67893931522407,85.23175544412727
133,3.8668410895575938,1.8489211549263578,54.73372782653501,85.25367085065807
134,3.866780633657751,1.8471877446384668,54.77481921378024,85.28106505866117
135,3.8487004931543916,1.8462434600064714,54.87617797149317,85.19066402009776
136,3.853778607408765,1.8459772733959638,54.974797305897766,85.20984000081219
137,3.857266842479437,1.8456968307599617,55.01040985237839,85.25641022631403
138,3.8647463170575422,1.8445806884985076,55.015888701503066,85.23449481978324
139,3.8463382972797877,1.8430540619412719,55.00493099823767,85.25641026644233
140,3.85447126878819,1.8417527853541278,55.02684639390038,85.20162173673926
141,3.8587151749033324,1.8405249678145472,55.05698005196402,85.32763532429131
142,3.8478689647056687,1.8405334569371743,55.00219153229302,85.27832565959702
143,3.830841796498903,1.8398441294162857,55.08163487845911,85.24545254980083
144,3.835463913393692,1.839095915066629,55.07615604020252,85.39064211806733
145,3.833272247247293,1.838156976277646,55.1692965204664,85.333114175924
146,3.8376472751859207,1.8366022684217258,55.13642340732619,85.33037473171551
147,3.828421926834214,1.8350336882411298,55.15833881134896,85.3522901382463
148,3.842129578053112,1.8340416974517668,55.136423391442065,85.37968439640979
149,3.821277586507126,1.8337831956473407,55.2240850259253,85.39612095632393
150,3.8130779350307624,1.833405616250499,55.24600044583219,85.43447293112891
151,3.8152198371752886,1.8329845489495264,55.25421870488909,85.49200085989614
152,3.8333084465752187,1.8335212718596616,55.303528385467494,85.51391624803479
153,3.8190384330883833,1.8328895534884895,55.347359185152975,85.51665568722723
154,3.8368362020438824,1.831608066583918,55.37749285324869,85.5988384750938
155,3.818187371106215,1.8308880699587422,55.45693620693885,85.63992986233903
156,3.8099396933971996,1.8299866280168027,55.536379560629,85.57692306856302
157,3.8096753476371226,1.82906880293555,55.55007668218669,85.5851413510281
158,3.7994515039551424,1.8293597560793116,55.533640124780575,85.54131055134262
159,3.8040212762187906,1.8302296855432434,55.49254875592749,85.55500768042437
160,3.808556034531392,1.8303147225220058,55.53637958487319,85.55774710624071
161,3.784101706155589,1.8299978596062194,55.5035064483248,85.57144421693032
162,3.8044189265076542,1.8299046711730456,55.62130177180391,85.59609904927746
163,3.799694543153467,1.8290239373450998,55.59664693444073,85.52213455223604
164,3.805095486237969,1.8289301759601553,55.53364014568074,85.53583169970992
165,3.7858240906621368,1.8286622143251552,55.61308349435485,85.59609904927746
166,3.775628712815298,1.8276608677880168,55.63499890088565,85.61801446918435
167,3.790732163778493,1.8283033539479223,55.66787201318986,85.67280297213523
168,3.7823347289797287,1.8279538525318644,55.70622396709468,85.68376067540062
169,3.782695175896228,1.8269129792979848,55.77744904333579,85.70841549437166
170,3.771691559066235,1.8261193070212085,55.74183652109936,85.78785885642188
171,3.777808251515241,1.8257071224712578,55.71718168373618,85.8481262561498
172,3.7739971355653146,1.8257029977201136,55.74731537022404,85.8207319846102
173,3.7801568877529093,1.823958786386109,55.862371238626565,85.82347142380266
174,3.7747890227277514,1.8238674302961178,55.796625019034195,85.83442912706805
175,3.7731135193730743,1.8242304729783114,55.892504943506566,85.85908394603909
176,3.7683076774570305,1.823505215312524,55.93359630985164,85.89743589409187
177,3.76882799746285,1.822085948725058,55.974687697096876,85.87278108849694
178,3.769030895031674,1.8208969468848892,55.9472934414414,85.9275695914478
179,3.768956412731762,1.8202004371545253,55.9582511580829,85.98509753359114
180,3.748818212831524,1.8188440479418178,55.83771641129547,85.9905763534556
181,3.7543079315776557,1.8182361338605177,55.98016655625363,86.00427348253734
182,3.7484515032298127,1.8173312097689887,55.911680921712986,85.95770326205155
183,3.742038597523327,1.816478727967912,55.95825116059092,85.96866095194083
184,3.741223708005019,1.816351327095642,55.98016656461369,85.98783694603138
185,3.7449954328402666,1.815103025935915,55.974687707964954,86.05632258642407
186,3.741101409347964,1.8143458780217219,55.97468771047298,86.04536488315867
187,3.7476573326218294,1.813191631214937,55.95277229056608,86.03714665085397
188,3.7335609617367598,1.8111189437388016,56.02399736429917,86.06180144307281
189,3.717825560502603,1.810127387568273,56.05960991328781,85.98783691927918
190,3.7355237527632377,1.8104330488079974,55.974687704620926,86.02344946826781
191,3.7243647558588377,1.809495746762821,56.04865221002241,86.01523120921091
192,3.7292850823469563,1.809405847623007,56.01030023020139,86.03988604155805
193,3.721144928059108,1.808816861432293,55.999342537804075,86.08919570625233
194,3.7184466778392524,1.8074002265407672,56.062349349972244,86.13850533917837
195,3.710251161749934,1.8060587434791666,56.21575719568778,86.19055447483335
196,3.717367000982795,1.805410661484206,56.26780628619841,86.21794871460469
197,3.709880899375593,1.8049759482072942,56.254109157116666,86.25082183777698
198,3.697195074927639,1.8047158966298535,56.286982264404834,86.28369496094928
199,3.696037816329741,1.8038626257170978,56.284242836080466,86.31656805736935
200,3.691590465290446,1.8036252874934096,56.306158247627295,86.3631383096234
201,3.696640046549515,1.8035336565401845,56.26232742369763,86.39327199360322
202,3.691054688373082,1.8031330300662802,56.226714885577074,86.35218060635799
203,3.693177961967361,1.8023297770515023,56.21027832566294,86.36587773543974
204,3.681625292334758,1.80225662842357,56.2705456911146,86.41244797431767
205,3.6937046537936573,1.8011262466738733,56.28698224852071,86.37683542532903
206,3.6757664865171407,1.7996083786945816,56.30889766006754,86.39875081346769
207,3.670759486480498,1.7989386009485502,56.404777558623714,86.39875081346769
208,3.673414750837944,1.7982190671312999,56.38560157790927,86.338483445508
209,3.67153189383762,1.7980846190645903,56.44860836917727,86.28095548998857
210,3.656891450076036,1.797232784881107,56.41573527526521,86.28917378582976
211,3.653851047368117,1.7960655833189356,56.43765066340386,86.32752576063476
212,3.661847732436489,1.795596497063571,56.40203812779132,86.39053254103467
213,3.6658665630179392,1.7950580808746954,56.42943240183894,86.4425816315453
214,3.660278521792989,1.7944833497167183,56.322594797509346,86.47545473632545
215,3.653007970729344,1.793704409048585,56.35272848148919,86.51380671614648
216,3.6513318461431585,1.7931372107786487,56.45408721830196,86.50284901288109
217,3.6396438554978707,1.792397871943333,56.48422088388965,86.48641243959085
218,3.6336649320494963,1.7921054586098693,56.555445978522904,86.48093360635029
219,3.638370545817093,1.7912033321876786,56.52531228869102,86.4946307170399
220,3.649569506376562,1.7901096522951763,56.563664250119906,86.5795529173467
221,3.6348254311252646,1.7885655051074005,56.67598069521411,86.56037693663227
222,3.6328074109386392,1.7882536955630077,56.71159324671076,86.62064430960798
223,3.625659314679428,1.7872859395284442,56.70611439006203,86.69186938083305
224,3.6252266689085624,1.7866002544352497,56.74446636235899,86.57407408410616
225,3.6285910404903787,1.7858847846541779,56.643107596286,86.64803854436329
226,3.6168937129034124,1.784231180975423,56.747205785667326,86.62338371201615
227,3.6058810596734707,1.7822498497721555,56.7335086590936,86.71104535151541
228,3.6034195742136994,1.7817143781023697,56.71981153001185,86.69734822243367
229,3.600892572335794,1.780748612337825,56.755424054756304,86.7028270924585
230,3.603065834918492,1.7795086799941773,56.78281830790376,86.73843962807105
231,3.603511697809461,1.779245940734492,56.6841989918913,86.75761561380153
232,3.5996663184233113,1.778146129440326,56.71981153837192,86.8069252918719
233,3.5906079503851878,1.7770429329994397,56.766381763873746,86.84253782748445
234,3.581553344995203,1.7760512607285204,56.81021258195137,86.89184747378658
235,3.5720022547412924,1.776158101590558,56.971838700099916,86.91376289369347
236,3.5911440076962324,1.776284164957067,56.925268479614125,86.88088978389729
237,3.57559773283945,1.7757775501386655,56.93348675706317,86.81514356430492
238,3.5815188213133475,1.7742579528539817,56.95814157603421,86.82062237079327
239,3.555178180546828,1.7734716748971833,57.0238877981346,86.76309444704208
240,3.5720053306767636,1.7727675285617328,56.96635984763121,86.76035502122573
241,3.579889347855474,1.7723519734429236,56.99649353411907,86.74939733635249
242,3.5553009761890895,1.771358751555741,56.99375412167882,86.83979836989985
243,3.551016925086438,1.770346953292544,57.05128204543001,86.82884064824232
244,3.567857371249669,1.769589217691967,57.04306376296492,86.89184744201835
245,3.540970360729056,1.7691122635451164,57.0430637604569,86.9767696740934
246,3.542504201472645,1.7682041580573054,57.09237341679112,87.00142451145658
247,3.5427774929664504,1.7678542736458094,57.11154939750556,87.02333991297134
248,3.5263980291259123,1.766579696595499,57.12524653745539,86.98224854411824
249,3.5386112961970584,1.7658610414209894,57.12798597664784,86.92472057020667
250,3.5285931254776433,1.7653231596230885,57.20742932281394,86.90006573785953
251,3.5256348915503057,1.764359095262222,57.232084146801014,86.91102345951707
252,3.5261997958304176,1.7640138056726016,57.23756299007365,86.91650232452587
253,3.510451353771586,1.7643140232043126,57.30604863046633,86.91376288533341
254,3.518271567116321,1.7644868596405308,57.27043610572188,86.97129081744467
255,3.5150162300593415,1.7647809143158366,57.24578127337474,86.99046678478301
256,3.5166431531100204,1.7650838252512113,57.306048641334414,86.92198113937428
257,3.4987944700348543,1.7647867324502222,57.31700634459981,86.94389654590508
258,3.504930576808016,1.7650436535755218,57.33070350043376,87.0233398945792
259,3.505373944698925,1.7643390957159142,57.35261890696455,86.99046680317514
260,3.4930870868790316,1.7639243875499777,57.3608371844136,86.95759367498681
261,3.482527150234706,1.7636156284884876,57.32522465130908,86.90828401029253
262,3.4822962015447483,1.7627140349942603,57.407407428307565,86.92198113937428
263,3.4812146509197395,1.7625405562699898,57.40466800499924,86.92745999100698
264,3.491043272152753,1.7620320219547372,57.43206224727861,86.91376286192524
265,3.4831171539467825,1.761583956218513,57.43754109640329,86.96855137825222
266,3.479366643328062,1.7614993053963381,57.41836512655693,86.96307252661951
267,3.4691276902883823,1.7612897167596644,57.464935370450895,86.97676965570126
268,3.473491500800764,1.7607528539752062,57.50602675518811,86.95759367498681
269,3.4652527285293795,1.7603085634088191,57.55533641737437,86.95485426254658
270,3.4553886198661696,1.7601979466715638,57.54985756824969,86.9904667981591
271,3.4591213196096287,1.7595233696478385,57.571772977288504,86.98498793315031
272,3.45516411351486,1.7593896002877105,57.57999124972151,86.99868506223206
273,3.4417515052876,1.759467860389482,57.615603785334045,86.96033310080317
274,3.4399901829974753,1.7593774280082022,57.57725182139714,86.96307252661951
275,3.4571761362989184,1.759419095351616,57.588209527170555,86.97403022486887
276,3.4547973804070917,1.7591296973887856,57.64573746680586,86.97676965068521
277,3.4469521112844976,1.758792455954534,57.670392296644984,87.02881875457196
278,3.451415088814749,1.7588320439932457,57.62382205776705,87.03429759282855
279,3.4413325669060293,1.7587150324861809,57.63477974013229,86.9904667981591
280,3.4261397173706913,1.7584570835954967,57.55259698905,86.95485426254658
281,3.416915158150901,1.757814012701355,57.47863247863248,86.9904667981591
282,3.438268325698208,1.7577883775835625,57.54163927491652,87.03703703703704
283,3.414952874183655,1.7575533915161694,57.50876615425225,87.05895244356783
284,3.427607381847543,1.7575939026888383,57.47041420619947,87.07264957264957
285,3.4298272032133292,1.7573545587028874,57.437541090551235,87.02060048213895
286,3.4174216918542353,1.7575326644614055,57.48959019443797,87.02607932039554
287,3.4201416566338336,1.7572496383827088,57.48959019443797,87.06443128182443
288,3.416177096501203,1.7571258251797126,57.46219594129052,87.08360727591497
289,3.4205073907341754,1.757033262053211,57.52794214249075,87.06443129520052
290,3.399344365361711,1.75737900572494,57.44849879632466,87.05347357855902
291,3.419287238322513,1.757873113364889,57.50876616428433,87.08086785009861
292,3.3951578929390704,1.7580410231108103,57.55807582145455,87.10826210826211
293,3.4002549094213568,1.7582089859431391,57.56629410391964,87.12195923734386
294,3.4116628757664853,1.7585776113455374,57.55807581309449,87.13291694060925
295,3.4081086894156227,1.758261887279488,57.527942139982734,87.1301775147929
296,3.4044035085490054,1.7581732682222446,57.49506902517051,87.08908611417156
297,3.3998899610949236,1.75740098294892,57.481371898596784,87.06169186938418
298,3.411433757190973,1.7573552392904837,57.53068154740694,87.08360727591497
299,3.387536796045975,1.7573488798680703,57.53342099161543,87.08634670173132
300,3.398667810668408,1.7574739698096113,57.56903352973598,87.10552268244577
301,3.401051168710413,1.7576730621506347,57.5662940989036,87.08634668835522
302,3.3888273272715823,1.757633003988941,57.56629409639558,87.11374096491085
303,3.4000343504086348,1.757998105284678,57.5115055800686,87.14935348213123
304,3.3809372203450807,1.7583702794820522,57.53616039903964,87.14387464889069
305,3.3920293727391204,1.7584050900837374,57.48137188522068,87.12195924235989
306,3.3982188231508497,1.7583758700398169,57.500547865935125,87.14661406133092
307,3.3977660645901318,1.7588768744191763,57.5005478768032,87.16305060285292
308,3.4097087467220466,1.7596155336857782,57.44301992128378,87.12469865480014
309,3.3893868856027094,1.760092886085184,57.38549197914045,87.11648039072719
