epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.879398661600033,5.9448076936202225,0.2739425816348893,1.358755204909051
1,5.367448847058793,5.9074822703187415,0.35064650449265833,1.6957045803199648
2,4.958462913271407,5.827363290521311,0.5177514792899408,2.7613412228796843
3,4.728782032577085,5.608995317237147,2.3038571115494193,8.35250931402165
4,4.512724915020902,5.220507119429783,6.139053254359494,17.354262546256738
5,4.376802555272277,4.56578403811901,12.601358751233878,31.191102347456518
6,4.256466974674816,3.7427676155617853,23.42209073270906,50.295857977297594
7,4.174968711087401,3.1264130740528326,32.19647162790861,62.100043834157084
8,4.108287980858709,2.7483326582539744,37.29728248875418,68.6280955160602
9,4.0561413832113775,2.513646668936374,40.82566294355558,72.06059613082589
10,4.001316941959757,2.359043845319445,42.970633363608805,74.36171382993506
11,3.963403171216938,2.250262096919382,44.59237343685527,76.16151654947596
12,3.9445837601809433,2.1705188677286387,45.87716413719885,77.39425816683296
13,3.899735459139649,2.103586393073544,46.94827961801516,78.52564105573725
14,3.884919347897382,2.048596816080692,47.89886038966433,79.47896120304239
15,3.878098100004062,2.0029720056221567,48.67685733739154,80.28709183224142
16,3.858175949311592,1.963845363186818,49.51786105799461,80.92811745487492
17,3.8398598415750853,1.929859325730589,50.13423186667311,81.59927679827254
18,3.8242013488017337,1.9032280141001543,50.6547227717794,82.04306378052105
19,3.8098106333907222,1.8805305254503795,51.07385492168078,82.4265833948099
20,3.7918461813053614,1.8598305226783076,51.462853385094306,82.71148367971018
21,3.7778665263887863,1.8416500254835237,51.879246114195375,83.08130616491728
22,3.7837820069890626,1.8263214049097898,52.27920227836627,83.34429103827074
23,3.7738401856220944,1.814435855929015,52.517532324388625,83.53605084541516
24,3.739324663726377,1.8052708998391065,52.7914749035155,83.74424720244164
25,3.7504750221547947,1.7972607181282805,52.95310102668008,83.92230988050432
26,3.7394157379445896,1.7902911688031111,53.070896336783086,84.07023887458716
27,3.7321894890825513,1.7844644792764928,53.25443786647846,84.07845715203621
28,3.737688937657316,1.7796747484359725,53.43523996784947,84.18803417967412
29,3.7133270955421556,1.7755749941708199,53.4763313550947,84.25651984347499
30,3.720899912672983,1.770843922033818,53.55851412958517,84.38253344941917
31,3.7087115301212794,1.7670312078799069,53.63795749163539,84.45375848385997
32,3.7055775766641323,1.7642718746085817,53.73657681600791,84.50580757437059
33,3.688493057036064,1.7608568465111418,53.818759574614255,84.6071663295755
34,3.6920442681917,1.7572082282680184,53.88450580507471,84.60442691713526
35,3.6916098208494588,1.752689739499415,54.0844838921762,84.66469427171883
36,3.6901632648118783,1.7495855051985754,54.03791365329827,84.65647599426978
37,3.6805250174562696,1.746560519890594,54.04065308413065,84.77153189193254
38,3.69006544435528,1.7436785990539256,54.15296954009294,84.79344731685548
39,3.6779896692490914,1.7412259893252247,54.12831469938574,84.83179927828436
40,3.673959992301296,1.738690648663078,54.28994082255032,84.89480607206038
41,3.6720471012760214,1.7366209704965294,54.34198991306095,84.95507340323577
42,3.6586971601969758,1.734947361445547,54.3447293522534,85.02903790027719
